stateProvince,lat,long,geoCoordinate,scientificName,vernacularName,countryConservation
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6305,149.4253,"[-37.6304999990874,149.4253]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4899,149.3503,"[-37.4898999990886,149.3503]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.2798,"[-38.1307999990833,145.2798]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4878,149.1208,"[-37.4877999990886,149.120799999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4846,149.129,"[-37.4845999990886,149.129]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1402,145.277,"[-38.1401999990833,145.277]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.9068,146.2486,"[-38.9067999990776,146.2486]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1374,145.2764,"[-38.1373999990833,145.2764]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.619,146.1613,"[-37.6189999990875,146.1613]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6558,145.8559,"[-37.6557999990872,145.8559]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.799,148.1635,"[-37.798999999086,148.1635]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6227,148.8244,"[-37.6226999990874,148.8244]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1346,145.2825,"[-38.1345999990833,145.2825]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1399,145.2671,"[-38.1398999990833,145.2671]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5217,148.6226,"[-37.5216999990883,148.622599999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.5113,145.1359,"[-38.5112999990805,145.1359]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1342,145.2587,"[-38.1341999990833,145.2587]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1374,145.2684,"[-38.1373999990833,145.2684]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8511,145.9441,"[-37.8510999990856,145.9441]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6386,145.3353,"[-37.6385999990873,145.3353]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.0044,141.5931,"[-38.0043999990843,141.5931]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8183,145.7609,"[-37.8182999990858,145.7609]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6419,148.73,"[-37.6418999990873,148.73]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6346,145.3414,"[-37.6345999990873,145.3414]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1363,145.2743,"[-38.1362999990833,145.2743]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5201,148.6122,"[-37.5200999990883,148.6122]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.1788,148.8222,"[-37.1787999990913,148.8222]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6246,148.835,"[-37.6245999990874,148.835]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4591,149.0993,"[-37.4590999990888,149.0993]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4867,149.1332,"[-37.4866999990886,149.1332]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1355,145.2668,"[-38.1354999990833,145.2668]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.1574,148.0476,"[-37.1573999990914,148.0476]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1335,145.2804,"[-38.1334999990833,145.2804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4981,145.9368,"[-37.4980999990885,145.9368]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6476,145.3038,"[-37.6475999990872,145.3038]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1327,145.2615,"[-38.1326999990833,145.2615]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5662,149.4322,"[-37.5661999990879,149.4322]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-36.6717,147.9961,"[-36.6716999990959,147.9961]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1327,145.2615,"[-38.1326999990833,145.2615]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.2508,147.2371,"[-38.2507999990824,147.2371]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.1194,148.3033,"[-37.1193999990918,148.3033]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6164,145.51,"[-37.6163999990875,145.51]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5214,148.6237,"[-37.5213999990883,148.6237]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.583,145.68,"[-37.5829999990878,145.68]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6237,148.8247,"[-37.6236999990874,148.8247]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.8012,143.5628,"[-38.8011999990784,143.5628]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1931,145.4849,"[-38.1930999990829,145.484899999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.3698,149.5057,"[-37.3697999990896,149.5057]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6052,149.4845,"[-37.6051999990876,149.4845]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1355,145.2668,"[-38.1354999990833,145.2668]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4872,149.12,"[-37.4871999990886,149.119999999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1324,145.2642,"[-38.1323999990833,145.2642]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1374,145.2684,"[-38.1373999990833,145.2684]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.627,149.4395,"[-37.6269999990874,149.4395]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5052,148.7125,"[-37.5051999990884,148.7125]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6384,149.2873,"[-37.6383999990873,149.2873]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1347,145.2757,"[-38.1346999990833,145.2757]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.5008,145.3395,"[-38.5007999990805,145.3395]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1396,145.2726,"[-38.1395999990833,145.2726]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5701,148.8912,"[-37.5700999990879,148.8912]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5646,149.4687,"[-37.5645999990879,149.4687]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1251,147.4507,"[-38.1250999990834,147.4507]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5465,149.4366,"[-37.5464999990881,149.4366]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5825,145.6899,"[-37.5824999990878,145.6899]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.3485,149.5224,"[-37.3484999990898,149.522399999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.499,148.6793,"[-37.4989999990885,148.6793]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.4785,143.6532,"[-38.4784999990807,143.6532]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5413,149.0263,"[-37.5412999990881,149.0263]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4994,149.3544,"[-37.4993999990885,149.3544]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.177,148.8411,"[-37.1769999990913,148.8411]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4846,149.129,"[-37.4845999990886,149.129]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.7796,148.1822,"[-37.7795999990861,148.1822]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4868,149.3636,"[-37.4867999990886,149.3636]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.8914,143.0024,"[-37.8913999990852,143.002399999999]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-37.5438,149.4104,"[-37.5437999990881,149.4104]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5557,149.4614,"[-37.555699999088,149.4614]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.0044,141.5931,"[-38.0043999990843,141.5931]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2694,"[-38.1392999990833,145.2694]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6314,149.3029,"[-37.6313999990874,149.3029]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6381,148.7352,"[-37.6380999990873,148.7352]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4871,149.3647,"[-37.4870999990886,149.3647]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.8621,148.064,"[-37.8620999990855,148.064]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6181,149.4775,"[-37.6180999990875,149.4775]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1339,145.2693,"[-38.1338999990833,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6838,148.5461,"[-37.6837999990869,148.5461]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.864,148.0627,"[-37.8639999990855,148.0627]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6255,148.8347,"[-37.6254999990874,148.8347]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.3985,145.3761,"[-38.3984999990813,145.3761]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1324,145.2642,"[-38.1323999990833,145.2642]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1424,145.3993,"[-38.1423999990833,145.399299999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.8752,146.268,"[-38.8751999990779,146.267999999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6506,148.8498,"[-37.6505999990872,148.8498]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.9144,146.2409,"[-38.9143999990776,146.2409]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6507,149.3841,"[-37.6506999990872,149.3841]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.136,145.2789,"[-38.1359999990833,145.2789]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1363,145.2743,"[-38.1362999990833,145.2743]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8662,148.0489,"[-37.8661999990854,148.0489]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.8861,146.2761,"[-38.8860999990778,146.2761]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.136,145.2789,"[-38.1359999990833,145.2789]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6649,148.8493,"[-37.6648999990871,148.8493]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1402,145.277,"[-38.1401999990833,145.277]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2694,"[-38.1392999990833,145.2694]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.806,143.5611,"[-38.8059999990784,143.5611]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4944,149.3787,"[-37.4943999990885,149.3787]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1402,145.277,"[-38.1401999990833,145.277]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1335,145.2804,"[-38.1334999990833,145.2804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.862,148.0665,"[-37.8619999990855,148.0665]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5967,149.3142,"[-37.5966999990877,149.3142]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1315,145.2617,"[-38.1314999990833,145.2617]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1347,145.2757,"[-38.1346999990833,145.2757]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4861,149.3281,"[-37.4860999990886,149.328099999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.398,149.6716,"[-37.3979999990893,149.6716]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.136,145.2789,"[-38.1359999990833,145.2789]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7599,145.811,"[-37.7598999990863,145.811]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.407,148.7555,"[-37.4069999990893,148.7555]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.4787,143.6376,"[-38.4786999990807,143.6376]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.5814,149.3329,"[-37.5813999990878,149.3329]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4881,149.1248,"[-37.4880999990886,149.1248]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.3501,147.6671,"[-37.3500999990897,147.6671]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.9132,146.2322,"[-38.9131999990776,146.2322]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-36.4967,147.9195,"[-36.4966999990975,147.9195]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.2798,"[-38.1307999990833,145.2798]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4836,149.3617,"[-37.4835999990886,149.3617]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4998,148.6799,"[-37.4997999990885,148.6799]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7524,148.1742,"[-37.7523999990864,148.1742]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6139,149.4724,"[-37.6138999990875,149.4724]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-36.4628,147.7379,"[-36.4627999990978,147.7379]",Perameles nasuta,Long-nosed bandicoot,Not Listed
